unluler,tweetler,clean,labels
İlber Ortaylı,"Atatürk’te mantık, kurmaylığın verdiği coğrafya, tarih merakı, edebi bir zevk ve metin anlayışıyla yan yana gelmiştir. Atatürk birçok özelliğinin yanı sıra bu yönüyle de bu milletin aranan adamıdır. Hep arıyoruz onu.. Bu eğitim düzeyi ve bu kopuşla daha da aramaya devam edeceğiz. https://t.co/n0Shq2jpjJ",atatürkte mantık kurmaylığın verdiği coğrafya tarih merakı edebi zevk metin anlayışıyla yan yana gelmiştir atatürk özelliğinin yanı sıra yönüyle milletin aranan adamıdır arıyoruz eğitim düzeyi kopuşla aramaya devam edeceğiz nshp,0
İlber Ortaylı,"""Bir Türk sadece zeybek oynarken diz çöker."" https://t.co/uujcE8o9D1",türk sadece zeybek oynarken diz çöker uuceod,0
İlber Ortaylı,"Yeni projeler, yeni kitaplar için çalışma vakti. https://t.co/hgKC7wX3LC",yeni proeler yeni kitaplar çalışma vakti hgkclc,0
İlber Ortaylı,"Yaklaşık 60 yıl önce Safranbolu’da karşıma çıkan bir divit. Hokka ve kalemlikten oluşuyor. O zamanlar bu sanat eserlerine hiç değer verilmez, yok pahasına yabancılara satılırdı. Kim bilir ne hatıralar saklı. https://t.co/ZyhsTzXAJj",yaklaşık yıl safranboluda karşıma çıkan divit hokka kalemlikten oluşuyor zamanlar sanat eserlerine değer verilmez yok pahasına yabancılara satılırdı bilir hatıralar saklı zyhstza,0
İlber Ortaylı,"Gazi Mustafa Kemal Atatürk'ün bilinen ilk fotoğrafı. Mekteb-i Harbiye'de 2. sınıf öğrencisi iken, 1901. Annesi Zübeyde Hanıma hatıra olarak göndermiş. https://t.co/Na6GRPVIyU",gazi mustafa kemal atatürkün bilinen ilk fotoğrafı mektebi harbiyede sınıf öğrencisi iken annesi zübeyde hanıma hatıra olarak göndermiş nagrpviyu,0
İlber Ortaylı,"İki asırdır evlatlarımızı tıp alanında büyük fedakârlıklarla yetiştirdik. Bugün yabancı dil kursları sağlık personeliyle dolu. Ne yapsınlar ki? Maaşlar ortada. Üstelik doktor, hemşire dövme modası devam ediyor.  Önlem almazsak yakında hekimsiz ve hemşiresiz kalacağız. https://t.co/QEimR8aToF",i̇ki asırdır evlatlarımızı tıp alanında büyük fedakârlıklarla yetiştirdik bugün yabancı dil kursları sağlık personeliyle dolu yapsınlar maaşlar ortada üstelik doktor hemşire dövme modası devam ediyor önlem almazsak yakında hekimsiz hemşiresiz kalacağız eimratof,0
İlber Ortaylı,İstanbul Batılı istilacılar tarafından iki kez işgal edilmişti. İlki Bizans zamanında Latin Haçlı İşgali’dir. İkincisi ise Mütareke dönemiydi ve deyim neredeyse Fatih Sultan Mehmed’den sonra bu defa Mustafa Kemal Paşa’nın Türk ordusu şehri yeniden fethedecekti. https://t.co/y3QWI0BUkS,i̇stanbul batılı istilacılar tarafından kez işgal edilmişti i̇lki bizans zamanında latin haçlı i̇şgalidir i̇kincisi mütareke dönemiydi deyim neredeyse fatih sultan mehmedden defa mustafa kemal paşanın türk ordusu şehri yeniden fethedecekti yibuks,0
İlber Ortaylı,"Bu akşam 21.00, @fatihaltayli, Habertürk TV. https://t.co/pJT4Dn7h1S",akşam fatihaltayli habertürk tv ptdnhs,0
İlber Ortaylı,Etrafındakiler “duralım” derken Atatürk “ilerliyoruz” dedi. https://t.co/n6mTJiu1hG,etrafındakiler duralım derken atatürk ilerliyoruz dedi nmtiuhg,0
İlber Ortaylı,"Sakarya Muharebesi 900 yıllık Türkiye tarihindeki en kanlı ve en inatçı direnişti. Fatihlerin torunları ana yurdu savunmayı da bilmişti. 22 gün, 22 gece süren bu muharebenin 100. yılı birkaç gün sonra… Savaş alanında ne bir anma, ne de hatırlama. Bu vatan kolay kazanılmadı. https://t.co/52bAPnoj1s",sakarya muharebesi yıllık türkiye tarihindeki kanlı inatçı direnişti fatihlerin torunları ana yurdu savunmayı bilmişti gün gece süren muharebenin yılı gün sonra… savaş alanında anma hatırlama vatan kolay kazanılmadı bapnos,0
İlber Ortaylı,“Arkadaşım Diyabet Kampları” online olarak yapılıyor. Ülkemizdeki tüm diyabetlilere açık kamp programında en güncel bilgiler ve paylaşımlar yer alıyor. Detaylı bilgi için: https://t.co/gz1O1oFlRW https://t.co/7ibCivfjKR,arkadaşım diyabet kampları online olarak yapılıyor ülkemizdeki diyabetlilere açık kamp programında güncel bilgiler paylaşımlar yer alıyor detaylı bilgi gzooflr ibcivfkr,0
İlber Ortaylı,"Şehirler, inşaatlar tabiata, bitki örtüsüne, coğrafi düzene aykırı büyüyemez, yoksa gezegen size terbiyesini veriyor. Herkes artık bir uyum içinde hareket etmenin, beraber yaşamanın gerekliliğini anlamalı; gezegeni kanunsuz, kuralsız ihlal etmeye devam edersek cevabı sert olacak.",şehirler inşaatlar tabiata bitki örtüsüne coğrafi düzene aykırı büyüyemez gezegen terbiyesini veriyor uyum hareket etmenin beraber yaşamanın gerekliliğini anlamalı gezegeni kanunsuz kuralsız ihlal etmeye devam edersek cevabı sert olacak,0
İlber Ortaylı,Bin yıllık tarihimizi densizlikle ele alıp Türk yurdunda Türk varlığını kendince tartışmaya açmak kimsenin haddine değildir. İzansızca ve nadanca yapılan bu konuşmalar milletin hafızasına kazınmaktadır.,bin yıllık tarihimizi densizlikle ele alıp türk yurdunda türk varlığını kendince tartışmaya açmak kimsenin haddine değildir i̇zansızca nadanca yapılan konuşmalar milletin hafızasına kazınmaktadır,0
İlber Ortaylı,"“Büyük üniversite” demek talebe sayısı çok olan demek değildir. Kütüphane sayısı ve kitap adedi, laboratuvar kapasitesi, öğretim üyesi sayısı, spor tesislerindeki imkânlar sayıca ve hacimce yüksek olan, yurtların yeterli sayıda olup kolayca hizmet verdiği üniversite demektir.",büyük üniversite talebe sayısı olan değildir kütüphane sayısı kitap adedi laboratuvar kapasitesi öğretim üyesi sayısı spor tesislerindeki imkânlar sayıca hacimce yüksek olan yurtların yeterli sayıda olup kolayca hizmet verdiği üniversite demektir,0
İlber Ortaylı,"Halil İnalcık Hoca bir müessesedir, bir kurumdur. Bu ülkenin yetiştirdiği, iftihar edeceği bir münevverdir. Saygıyla… https://t.co/uCAeU6kvmd",halil i̇nalcık hoca müessesedir kurumdur ülkenin yetiştirdiği iftihar edeceği münevverdir saygıyla… ucaeukvmd,0
İlber Ortaylı,"Trablusgarp Harbi Hatırası. Derne Kumandanı Kurmay Binbaşı Mustafa Kemal, 1912. https://t.co/fIYaE3bmrA",trablusgarp harbi hatırası derne kumandanı kurmay binbaşı mustafa kemal fiyaebmra,0
İlber Ortaylı,"The Empire’s Longest Century (İmparatorluğun En Uzun Yüzyılı) kitabını Jonathan Ross İngilizceye çevirdi. Daha önce Almanca, Macarca, Sırpça, Arapça, Yunanca ve Farsça tercümeleri çıktı. İngilizce çeviriyi çok beğendim, rahat okunuyor. Okuyucular arasında ilgi görmesi ümidiyle… https://t.co/377RuB4oxC",the empires longest century i̇mparatorluğun uzun yüzyılı kitabını onathan ross i̇ngilizceye çevirdi almanca macarca sırpça arapça yunanca farsça tercümeleri çıktı i̇ngilizce çeviriyi beğendim rahat okunuyor okuyucular arasında ilgi görmesi ümidiyle… ruboc,0
İlber Ortaylı,Örnek. https://t.co/MqRaMi6p3K,örnek mramipk,0
İlber Ortaylı,"Yüzlerce şehit verdiğimiz Kütahya-Eskişehir Muharebeleri'nin 100. yılındayız. Ne bir anma, ne bir hatırlama. En azından son nefesini verdiği Kütahya’daki istasyona Atatürk'ün silah arkadaşlarından Yarbay Nazım Bey'in adını verin. Bu isimleri ebedileştirmek herkesin vazifesi. https://t.co/1hH0OWgesb",yüzlerce şehit verdiğimiz kütahyaeskişehir muharebelerinin yılındayız anma hatırlama azından nefesini verdiği kütahyadaki istasyona atatürkün silah arkadaşlarından yarbay nazım beyin adını verin isimleri ebedileştirmek herkesin vazifesi hhogesb,0
İlber Ortaylı,"Bu akşam 21.00, @fatihaltayli, Habertürk TV. https://t.co/OuKmfQQgrF",akşam fatihaltayli habertürk tv oukmfgrf,0
İlber Ortaylı,"Türkiye’de öğretmen en önemli mesele. Öğretmenlerimizin ellerinden tutmazsak, yeni nesillerini olsun kurtaramazsak, yaşam kalitelerini yükseltmezsek, niteliklerini desteklemezsek, onları fakirlikten çıkaramazsak, gelecek nesillerin hayatı düzelmez. Bizleri bekleyen hüsran olur. https://t.co/tCR1Eh3Ezk",türkiyede öğretmen önemli mesele öğretmenlerimizin ellerinden tutmazsak yeni nesillerini olsun kurtaramazsak yaşam kalitelerini yükseltmezsek niteliklerini desteklemezsek onları fakirlikten çıkaramazsak gelecek nesillerin hayatı düzelmez bizleri bekleyen hüsran olur tcrehezk,0
İlber Ortaylı,"Bugün, Ankara Üniversitesi. https://t.co/Fi0nIekkdw",bugün ankara üniversitesi finiekkd,0
İlber Ortaylı,"Eski zamanlar, Kemal Ortaylı, küçük İlber’le. https://t.co/RMCOTUIhOk",eski zamanlar kemal ortaylı küçük i̇lberle rmcotuihok,0
İlber Ortaylı,Kimsenin şüphesi olmasın; hukukunu müdafaa edemeyecek tarihi büyüklerimizin savunmasını tarihçiler ve tarih bilenler yapacaktır. https://t.co/WkA62VgBEd,kimsenin şüphesi olmasın hukukunu müdafaa edemeyecek tarihi büyüklerimizin savunmasını tarihçiler tarih bilenler yapacaktır kavgbed,0
İlber Ortaylı,"19 Mayıs, Mustafa Kemal Atatürk önderliğinde başlayan bir destanın en önemli tarihlerinden biri. 
Programın tamamı için @GainMedya https://t.co/5YPPnZLDnE",mayıs mustafa kemal atatürk önderliğinde başlayan destanın önemli tarihlerinden programın tamamı gainmedya yppnzldne,0
İlber Ortaylı,"19 Mayıs Atatürk’ü Anma, Gençlik ve Spor Bayramı’na özel @MuratYetkin2 sordu. Cumhuriyeti kimliği ve değerleri üzerine güzel bir söyleşi oldu. 
https://t.co/lWxPa8tZx9 https://t.co/IkkxVXbGPq",mayıs atatürkü anma gençlik spor bayramına özel muratyetkin sordu cumhuriyeti kimliği değerleri üzerine güzel söyleşi oldu lpatz ikkvbgp,0
İlber Ortaylı,I. Dünya Harbi’nden sonra hiçbir mağlup millet direniş göstermedi. #19Mayis1919 sivillerin ve askerlerin dünyaya büyük bir meydan okumasıdır. https://t.co/JFQxaEwRNs,dünya harbinden hiçbir mağlup millet direniş göstermedi mayis sivillerin askerlerin dünyaya büyük meydan okumasıdır faerns,0
İlber Ortaylı,Tarihte hiçbir ülke Gazze kadar küçük yüzölçümüyle bu kadar büyük bir trajedi ve acı yaşamış değildir.,tarihte hiçbir ülke gazze küçük yüzölçümüyle büyük traedi acı yaşamış değildir,0
İlber Ortaylı,Bayramınız kutlu olsun. Bu bayram zorlu günlerden ve salgınlardan sonra ulaştığımız bir gün. Ümid ediyoruz gelecekte daha güzel şekilde bayramları kutlarız. Sizlerle yeni dönemde yeni projeler ve yeni kitaplarla buluşmak dileğiyle... https://t.co/KWs9WMAqV5,bayramınız kutlu olsun bayram zorlu günlerden salgınlardan ulaştığımız gün ümid ediyoruz gelecekte güzel şekilde bayramları kutlarız sizlerle yeni dönemde yeni proeler yeni kitaplarla buluşmak dileğiyle ksmav,0
İlber Ortaylı,Kudüs’ten Türk bayrağı 400 sene sonra indirildi. O günden beri hiç kimsenin Ortadoğu’ya daha iyi bir düzen getirdiğini söylemek mümkün değil. https://t.co/Y8h80M7wko,kudüsten türk bayrağı sene indirildi günden beri kimsenin ortadoğuya iyi düzen getirdiğini söylemek mümkün yhmko,0
İlber Ortaylı,Kemal &amp; Şefika Ortaylı. https://t.co/xf4MrjlfSK,kemal amp şefika ortaylı fmrlfsk,0
İlber Ortaylı,"Gençlik yılları, yıl 1972, yaş 25. https://t.co/bzXxIfyhxb",gençlik yılları yıl yaş bzifyhb,0
İlber Ortaylı,"Bu akşam 21.00, @fatihaltayli, Habertürk TV. https://t.co/yAZJppxPpS",akşam fatihaltayli habertürk tv yazpppps,0
İlber Ortaylı,Yahudi Soykırımı’nın ağır suçluluğunu taşıyan Alman-Fransız çevreleri özgün suçlarını yayıp paylaşacak tarihi ortaklar arıyorlar. Ermeniler ise davalarını Yahudiler ölçüsünde başarıyla kabul ettireceklerini düşünerek bu kavrama dört elle sarılıyorlar.,yahudi soykırımının ağır suçluluğunu taşıyan almanfransız çevreleri özgün suçlarını yayıp paylaşacak tarihi ortaklar arıyorlar ermeniler davalarını yahudiler ölçüsünde başarıyla kabul ettireceklerini düşünerek kavrama elle sarılıyorlar,0
İlber Ortaylı,"Atatürk nasıl bir gençlik istiyordu? Bu çok açık. “Andımız”da cevabı var: “Türk’üm, doğruyum, çalışkanım.” Neden kaldırdı anlamış değiliz. Sizlere İyi bayramlar diliyorum ve andımızdaki deyişleri unutmamanızı temenni ediyorum.. https://t.co/cx1Cs58I5u",atatürk gençlik istiyordu açık andımızda cevabı türküm doğruyum çalışkanım kaldırdı anlamış değiliz sizlere i̇yi bayramlar diliyorum andımızdaki deyişleri unutmamanızı temenni ediyorum ccsiu,0
İlber Ortaylı,"TBMM'nin 23 Nisan 1920'de kuruluşu, tarihte 1400 yıldan sonra devlet hayatında ilk defa Türk isminin kullanılması anlamına gelir.",tbmmnin nisan kuruluşu tarihte yıldan devlet hayatında ilk defa türk isminin kullanılması anlamına gelir,0
İlber Ortaylı,"Atatürk’te mantık, kurmaylığın verdiği coğrafya, tarih merakı, edebi bir zevk ve metin anlayışıyla yan yana gelmiştir. Atatürk birçok özelliğinin yanı sıra bu yönüyle de bu milletin aranan adamıdır. Hep arıyoruz onu.. Bu eğitim düzeyi ve bu kopuşla daha da aramaya devam edeceğiz. https://t.co/H6TMVHoPEK",atatürkte mantık kurmaylığın verdiği coğrafya tarih merakı edebi zevk metin anlayışıyla yan yana gelmiştir atatürk özelliğinin yanı sıra yönüyle milletin aranan adamıdır arıyoruz eğitim düzeyi kopuşla aramaya devam edeceğiz htmvhopek,0
İlber Ortaylı,"Deniz Ali, “Ben de fotoğraf çekmek istiyorum” diyerek fotoğraf makinesini kaptı. “Selfie diyorlar buna dede” diyerek deklanşöre bastı. Bu zor günlerde dede ve torunun güzel bir hatırası.... https://t.co/XPebsoKq7W",deniz ali fotoğraf çekmek istiyorum diyerek fotoğraf makinesini kaptı selfie diyorlar dede diyerek deklanşöre bastı zor günlerde dede torunun güzel hatırası pebsok,0
İlber Ortaylı,Cennet vatan. Değerini bilmek ve gelecek nesillere sağ salim teslim etmek gerek. Geleneksel dokuyu silip süpüren bir yapılaşmayla bu zor görünüyor maalesef. https://t.co/okAUcYPMTz,cennet vatan değerini bilmek gelecek nesillere sağ salim teslim etmek gerek geleneksel dokuyu silip süpüren yapılaşmayla zor görünüyor maalesef okaucypmtz,0
İlber Ortaylı,"Almanya’nın tarihimize lüzumsuz bir saldırganlığı var. Taschen-Lexikon’da “Völkermord” (soykırım) maddesinde 20. yüzyıldan örnek olarak 1915, “Türklerin eseri” diye belirtiliyor ama Holokost denen iğrenç olay sadece ""Nazi Partisi’nin antisemit gruplarına"" mal ediliyor. El insaf! https://t.co/eGSwdCYXLt",almanyanın tarihimize lüzumsuz saldırganlığı taschenleikonda völkermord soykırım maddesinde yüzyıldan örnek olarak türklerin eseri belirtiliyor holokost denen iğrenç olay sadece nazi partisinin antisemit gruplarına mal ediliyor el insaf egsdcylt,0
İlber Ortaylı,Yeni kitaba ilk dokunuşun heyecanı ve okura sesleniş... Yakın tarihimize dair son zamanlarda artan saldırılara karşı mücadelemiz sürecek. https://t.co/G3le1baPuB,yeni kitaba ilk dokunuşun heyecanı okura sesleniş yakın tarihimize dair zamanlarda artan saldırılara karşı mücadelemiz sürecek glebapub,0
İlber Ortaylı,"“1918 yılında, mütarekenin en hazin vaktinde, millet her yerde direniyordu. Ama bu direnişlerin arasında koordinasyon yoktu. O eşgüdümü hangi politik deha sağlayacaktı? Ancak arkasında askerî bir başarı ve müspet intibaları olan bir komutan… Mustafa Kemal Atatürk..."" https://t.co/pSoY7fGCqT",yılında mütarekenin hazin vaktinde millet yerde direniyordu direnişlerin arasında koordinasyon yoktu eşgüdümü politik deha sağlayacaktı arkasında askerî başarı müspet intibaları olan komutan… mustafa kemal atatürk psoyfgct,0
İlber Ortaylı,Çok sanatsever geçinenler İstanbul manzarasını mahvediyor. Gelip geçerken ruhumuza aydınlık getirecek manzara tamamen kapandı. Hiç kimsenin denizden baktığı zaman Nusretiye’nin silueti yerine bu gudubet binaların varlığına tahammül edeceğini sanmıyoruz. https://t.co/ymZTADbIF5 https://t.co/ljGNvMf1wJ,sanatsever geçinenler i̇stanbul manzarasını mahvediyor gelip geçerken ruhumuza aydınlık getirecek manzara tamamen kapandı kimsenin denizden baktığı zaman nusretiyenin silueti gudubet binaların varlığına tahammül edeceğini sanmıyoruz ymztadbif lgnvmf,0
İlber Ortaylı,"Çanakkale Zaferi’nin gurur tabloları Beşiktaş’taki @millisaraylar’a bağlı Resim Müzesi’nde. Bahriyeli İsmail Hakkı’dan İbrahim Çallı’ya, Büyük Zafer’in ne büyük fedakârlıklarla kazanıldığını gösteren eserler mutlaka ziyaret edilmeli. https://t.co/ED3eFmk14q",çanakkale zaferinin gurur tabloları beşiktaştaki millisaraylara bağlı resim müzesinde bahriyeli i̇smail hakkıdan i̇brahim çallıya büyük zaferin büyük fedakârlıklarla kazanıldığını gösteren eserler mutlaka ziyaret edilmeli edefmk,0
İlber Ortaylı,"- Kaç kişi gittiniz Çanakkale'ye?
- 300 kişi bir sabah yola çıktık.
- Kaç kişi geri döndü?
- Bir ben kaldım geride...
#ÇanakkaleGeçilmez https://t.co/tkyJ2EljPd",kişi gittiniz çanakkaleye kişi sabah yola çıktık kişi geri döndü kaldım geride çanakkalegeçilmez tkyelpd,0
İlber Ortaylı,"Gece gündüz demeden, canını ortaya koyan, büyük fedakarlıklarla çalışan doktorlara, hemşirelere, tüm sağlık çalışanlarına şükranlarımızı sunuyoruz.  Sizlerle iftihar ediyoruz. https://t.co/srDTsw3Fbm",gece gündüz demeden canını ortaya koyan büyük fedakarlıklarla çalışan doktorlara hemşirelere sağlık çalışanlarına şükranlarımızı sunuyoruz sizlerle iftihar ediyoruz srdtsfbm,0
İlber Ortaylı,"Atatürk'ün bilinen ilk fotoğrafı. Mekteb-i Harbiye'de 2. sınıf öğrencisi iken, 1901. Annesi Zübeyde Hanıma hatıra olarak göndermiş. https://t.co/kYcTFlN2eL",atatürkün bilinen ilk fotoğrafı mektebi harbiyede sınıf öğrencisi iken annesi zübeyde hanıma hatıra olarak göndermiş kyctflnel,0
